rtcDate,rtcTime,aX,aY,aZ,gX,gY,gZ,
05/25/2025,21:17:48.93,-16.11,980.47,-0.49,0.79,2.41,-2.74,
05/25/2025,21:17:48.95,-16.60,985.35,-6.84,1.49,3.41,0.06,
05/25/2025,21:17:48.97,-17.09,976.07,4.39,2.29,2.80,-2.62,
05/25/2025,21:17:48.99,-15.14,970.21,4.88,2.74,0.09,-0.24,
05/25/2025,21:17:49.01,-9.77,989.26,1.95,0.82,1.68,0.06,
05/25/2025,21:17:49.03,-16.60,986.33,0.49,1.22,1.37,-2.20,
05/25/2025,21:17:49.05,-11.72,979.00,12.21,-1.43,4.05,-1.74,
05/25/2025,21:17:49.07,-13.18,978.03,11.23,2.77,1.52,0.49,
05/25/2025,21:17:49.09,-11.72,975.59,-12.70,0.40,3.11,-0.18,
05/25/2025,21:17:49.11,-21.48,980.47,0.98,2.10,1.83,-1.95,
05/25/2025,21:17:49.13,-13.18,987.79,5.37,1.52,1.55,-0.30,
05/25/2025,21:17:49.16,-17.58,974.12,-0.98,0.58,1.46,0.21,
05/25/2025,21:17:49.20,-19.04,973.14,7.81,0.67,1.89,-2.32,
05/25/2025,21:17:49.22,-4.39,986.33,12.70,2.65,1.22,1.22,
05/25/2025,21:17:49.24,-22.95,984.86,6.84,3.08,2.13,-2.38,
05/25/2025,21:17:49.26,-19.53,980.47,-2.44,0.67,3.81,-3.78,
05/25/2025,21:17:49.28,-18.55,982.91,2.44,1.62,1.25,-0.40,
05/25/2025,21:17:49.30,-26.86,971.19,-3.42,3.38,3.02,1.77,
05/25/2025,21:17:49.32,-19.04,983.40,-2.93,1.01,3.38,-2.56,
05/25/2025,21:17:49.34,-15.62,985.35,-11.72,-0.12,5.03,-3.26,
05/25/2025,21:17:49.37,-28.81,974.61,4.39,3.02,2.68,-1.77,
05/25/2025,21:17:49.39,-10.74,976.07,0.00,1.01,4.51,-0.09,
05/25/2025,21:17:49.41,-12.21,979.00,1.46,3.05,2.10,1.22,
05/25/2025,21:17:49.43,-13.67,975.10,-6.35,2.16,2.53,-0.46,
05/25/2025,21:17:49.45,-17.09,986.33,2.93,1.46,0.15,0.49,
05/25/2025,21:17:49.47,-15.14,977.54,-6.35,1.40,1.34,-1.49,
05/25/2025,21:17:49.49,-25.39,977.05,-0.49,0.61,2.93,-2.41,
05/25/2025,21:17:49.51,-19.53,976.07,-8.30,1.86,1.71,0.15,
05/25/2025,21:17:49.53,-25.39,969.73,-2.93,2.90,1.22,1.31,
05/25/2025,21:17:49.55,-7.81,982.42,2.93,0.12,1.25,-3.23,
05/25/2025,21:17:49.57,-20.02,968.75,2.44,2.68,2.44,1.52,
05/25/2025,21:17:49.59,-14.16,981.45,-3.91,1.49,0.91,-2.38,
05/25/2025,21:17:49.61,-12.70,974.12,6.35,0.91,2.80,-0.24,
05/25/2025,21:17:49.63,-9.28,974.61,-18.55,0.79,4.82,0.40,
05/25/2025,21:17:49.65,-12.21,970.21,2.44,1.55,2.44,-1.62,
05/25/2025,21:17:49.67,-16.60,983.89,-0.49,2.53,3.87,0.12,
05/25/2025,21:17:49.72,-6.84,976.56,-1.46,-0.40,4.79,-1.19,
05/25/2025,21:17:49.74,-23.44,975.59,-0.98,-0.37,0.82,-2.23,
05/25/2025,21:17:49.76,-20.02,990.23,0.98,0.09,2.71,0.30,
05/25/2025,21:17:49.78,-16.11,977.54,-1.95,1.74,1.10,-2.13,
05/25/2025,21:17:49.80,-11.23,974.61,-4.88,1.19,3.29,-1.89,
05/25/2025,21:17:49.82,-18.07,987.79,7.81,3.17,0.12,0.82,
05/25/2025,21:17:49.84,-24.41,971.19,1.46,0.95,2.44,-3.23,
05/25/2025,21:17:49.86,-10.74,979.49,3.91,2.65,1.22,-1.07,
05/25/2025,21:17:49.88,-12.70,984.38,1.95,1.37,1.40,1.37,
05/25/2025,21:17:49.90,-12.21,986.33,-4.88,0.18,2.53,-3.08,
05/25/2025,21:17:49.92,-3.91,978.03,-2.44,0.24,1.37,-1.25,
05/25/2025,21:17:49.94,-11.72,982.42,-3.42,0.06,1.68,-1.28,
05/25/2025,21:17:49.96,-12.21,991.21,-8.79,-0.27,-0.15,1.04,
05/25/2025,21:17:49.98,-9.77,971.19,2.93,1.65,2.35,-1.86,
05/25/2025,21:17:50.00,-18.07,977.54,6.84,0.88,1.01,0.30,
05/25/2025,21:17:50.02,-25.88,970.21,-3.91,2.23,2.65,-0.40,
05/25/2025,21:17:50.04,-8.79,976.07,7.32,1.68,3.14,1.28,
05/25/2025,21:17:50.06,-24.41,982.91,3.42,1.98,1.62,0.79,
05/25/2025,21:17:50.08,-11.72,981.93,5.86,2.65,2.50,-1.28,
05/25/2025,21:17:50.10,-10.25,984.38,0.49,0.52,2.80,-2.10,
05/25/2025,21:17:50.12,-7.32,977.05,-5.86,2.04,1.34,-3.08,
05/25/2025,21:17:50.14,-18.07,983.89,-6.84,1.40,3.11,-2.47,
05/25/2025,21:17:50.16,-21.00,966.80,1.95,0.12,2.26,-3.45,
05/25/2025,21:17:50.18,-15.14,976.07,-7.81,2.96,0.98,-1.68,
05/25/2025,21:17:50.23,-27.83,972.66,-2.93,1.10,2.68,-0.76,
05/25/2025,21:17:50.25,-10.74,985.35,0.98,0.88,1.59,0.06,
05/25/2025,21:17:50.27,-26.86,967.29,10.25,1.52,1.89,1.01,
05/25/2025,21:17:50.29,-14.16,978.52,-2.93,2.56,1.22,-2.07,
05/25/2025,21:17:50.31,-13.67,985.35,-4.88,1.04,2.90,-1.07,
05/25/2025,21:17:50.33,-18.55,979.98,-12.70,1.89,1.98,-0.06,
05/25/2025,21:17:50.35,-20.02,970.70,0.00,1.19,0.98,-1.40,
05/25/2025,21:17:50.37,-13.67,974.61,-8.30,1.22,2.65,-1.62,
05/25/2025,21:17:50.39,-23.44,974.61,-2.93,0.18,2.96,-1.37,
05/25/2025,21:17:50.41,-8.79,975.59,-2.44,2.29,2.10,-4.24,
05/25/2025,21:17:50.43,-19.53,975.10,-0.49,-0.58,0.55,1.22,
05/25/2025,21:17:50.45,-31.74,981.93,6.35,4.02,0.06,0.76,
05/25/2025,21:17:50.47,-11.72,975.59,-9.28,0.15,2.38,-2.04,
05/25/2025,21:17:50.49,-27.83,970.70,-9.77,1.95,1.89,0.34,
05/25/2025,21:17:50.51,-15.14,986.82,5.86,1.28,2.44,-1.40,
05/25/2025,21:17:50.53,-17.58,966.80,2.93,1.07,2.53,-3.14,
05/25/2025,21:17:50.55,-18.55,980.47,10.74,1.52,1.01,-2.29,
05/25/2025,21:17:50.57,-3.42,984.38,6.84,3.84,0.34,1.43,
05/25/2025,21:17:50.59,-15.62,985.35,-14.65,1.98,0.55,0.27,
05/25/2025,21:17:50.61,-10.74,982.91,0.98,0.58,3.45,0.82,
05/25/2025,21:17:50.63,-27.34,981.93,-0.98,1.52,0.06,-1.25,
05/25/2025,21:17:50.65,-3.42,967.29,1.46,2.07,1.52,1.80,
05/25/2025,21:17:50.67,-21.48,984.86,7.81,1.74,2.41,0.09,
05/25/2025,21:17:50.69,-15.62,979.00,6.35,1.52,0.27,0.46,
05/25/2025,21:17:50.74,-15.14,976.56,5.37,1.65,1.55,0.18,
05/25/2025,21:17:50.76,-16.60,987.79,2.93,0.34,1.98,-0.09,
05/25/2025,21:17:50.78,-9.77,974.61,-3.91,2.07,2.04,0.49,
05/25/2025,21:17:50.80,-19.53,982.91,-4.39,0.88,1.62,-1.28,
05/25/2025,21:17:50.82,-25.88,974.61,-0.49,2.13,1.59,0.73,
05/25/2025,21:17:50.84,-25.39,970.70,-1.95,1.46,2.04,-0.95,
05/25/2025,21:17:50.86,-12.70,972.17,1.95,2.68,1.34,-1.77,
05/25/2025,21:17:50.88,-21.48,979.98,8.30,2.10,1.89,2.53,
05/25/2025,21:17:50.90,-7.32,976.07,0.00,0.52,1.10,-0.21,
05/25/2025,21:17:50.92,-11.72,976.07,2.44,2.23,2.13,-2.50,
05/25/2025,21:17:50.94,-23.93,974.12,2.93,1.86,1.40,0.09,
05/25/2025,21:17:50.96,-10.25,970.21,-1.46,2.07,1.01,-1.62,
05/25/2025,21:17:50.98,-10.25,980.96,3.91,-0.64,-0.18,0.24,
05/25/2025,21:17:51.00,-15.14,968.26,-0.98,0.18,1.80,-1.22,
05/25/2025,21:17:51.02,-21.00,984.86,-5.86,2.20,2.53,-2.26,
05/25/2025,21:17:51.04,-11.23,982.91,-1.95,2.35,0.18,-3.45,
05/25/2025,21:17:51.06,-15.14,978.03,-1.46,1.89,-0.12,-0.58,
05/25/2025,21:17:51.08,-16.11,973.63,0.49,2.50,2.87,-0.37,
05/25/2025,21:17:51.10,-9.28,976.56,1.46,2.01,4.66,-1.98,
05/25/2025,21:17:51.12,-8.79,977.05,-4.39,1.10,1.74,-2.77,
05/25/2025,21:17:51.14,-21.48,977.54,4.88,-1.83,0.67,-1.77,
05/25/2025,21:17:51.16,-13.18,980.47,0.49,0.46,1.80,2.90,
05/25/2025,21:17:51.18,-13.67,980.96,5.86,0.58,2.35,3.08,
05/25/2025,21:17:51.20,-20.02,966.31,5.37,1.80,1.77,0.95,
05/25/2025,21:17:51.25,-16.60,980.96,-0.98,0.58,1.59,-1.25,
05/25/2025,21:17:51.27,-7.32,978.03,-2.44,2.74,0.76,0.70,
05/25/2025,21:17:51.29,-12.70,987.79,-5.37,2.10,-1.46,-0.06,
05/25/2025,21:17:51.31,-4.88,966.80,-3.91,2.01,4.94,-1.10,
05/25/2025,21:17:51.33,-12.70,975.59,3.42,2.10,2.90,0.91,
05/25/2025,21:17:51.35,-11.23,995.12,-0.49,0.40,3.05,0.91,
05/25/2025,21:17:51.37,-8.79,984.86,-5.37,-1.04,1.98,-0.46,
05/25/2025,21:17:51.39,-10.25,989.75,5.86,2.84,2.84,-3.02,
05/25/2025,21:17:51.41,-31.25,979.00,0.98,2.99,1.55,-1.28,
05/25/2025,21:17:51.43,0.00,980.47,-2.44,1.34,2.80,0.82,
05/25/2025,21:17:51.45,-12.70,979.98,3.42,0.88,2.93,0.73,
05/25/2025,21:17:51.47,-16.60,979.98,0.00,3.02,1.98,2.16,
05/25/2025,21:17:51.49,-13.67,987.79,-0.49,1.89,2.41,2.29,
05/25/2025,21:17:51.51,-19.04,983.40,-3.91,0.12,1.95,-1.80,
05/25/2025,21:17:51.53,-14.65,981.93,-6.84,3.75,-0.30,1.37,
05/25/2025,21:17:51.55,-13.67,973.63,-1.46,1.07,3.69,-1.74,
05/25/2025,21:17:51.57,-14.16,981.45,0.49,0.58,-0.03,0.79,
05/25/2025,21:17:51.59,-16.11,984.38,-4.39,2.93,1.59,-0.52,
05/25/2025,21:17:51.61,-30.76,983.89,-1.46,-0.46,2.68,-1.43,
05/25/2025,21:17:51.63,-29.30,976.07,11.72,1.04,2.99,0.79,
05/25/2025,21:17:51.65,-16.60,972.17,13.67,2.29,4.54,3.26,
05/25/2025,21:17:51.67,-19.53,983.40,2.93,1.65,1.04,0.37,
05/25/2025,21:17:51.69,-23.44,988.28,2.93,0.67,1.52,-1.89,
05/25/2025,21:17:51.71,-14.65,980.96,2.44,2.74,2.53,-1.46,
05/25/2025,21:17:51.76,-15.62,984.86,2.93,2.84,1.92,-1.16,
05/25/2025,21:17:51.78,-19.04,980.47,5.37,0.58,1.59,-2.47,
05/25/2025,21:17:51.80,-17.09,979.49,-5.37,0.27,2.74,0.67,
05/25/2025,21:17:51.82,-6.35,974.61,7.81,1.62,3.29,0.40,
05/25/2025,21:17:51.84,-11.23,988.28,-0.49,1.22,2.16,-0.70,
05/25/2025,21:17:51.86,-21.48,974.61,20.51,1.86,2.26,-1.86,
05/25/2025,21:17:51.88,-21.48,970.70,6.35,0.76,2.23,-1.40,
05/25/2025,21:17:51.90,-15.62,978.52,4.88,0.12,2.01,0.03,
05/25/2025,21:17:51.92,-23.44,984.38,-3.91,0.98,3.51,-1.49,
05/25/2025,21:17:51.94,-14.16,980.47,-8.30,5.09,1.52,-3.41,
05/25/2025,21:17:51.96,-21.00,968.26,12.21,0.12,2.10,2.41,
05/25/2025,21:17:51.98,-12.21,972.17,3.91,2.26,1.68,-0.70,
05/25/2025,21:17:52.00,-22.46,968.75,-5.37,2.38,1.86,0.27,
05/25/2025,21:17:52.02,-22.95,977.54,-3.91,1.37,0.67,-2.32,
05/25/2025,21:17:52.04,-10.25,977.54,0.00,2.44,1.89,0.37,
05/25/2025,21:17:52.06,-20.02,975.59,-5.37,2.74,1.34,-3.23,
05/25/2025,21:17:52.08,-13.67,981.45,-1.46,3.90,0.34,-2.74,
05/25/2025,21:17:52.11,-1.46,976.07,0.98,0.95,2.80,-0.27,
05/25/2025,21:17:52.13,-5.37,983.89,5.86,2.87,0.46,-3.11,
05/25/2025,21:17:52.15,-13.67,979.98,-8.79,2.93,0.00,-1.49,
05/25/2025,21:17:52.17,-12.70,992.68,13.67,-0.64,1.62,1.22,
05/25/2025,21:17:52.19,-9.28,983.40,5.86,0.98,3.17,-2.01,
05/25/2025,21:17:52.21,-19.04,988.28,-1.46,2.62,2.32,-0.34,
05/25/2025,21:17:52.23,-11.72,973.63,-13.18,1.13,1.77,-3.72,
05/25/2025,21:17:52.27,-14.65,993.65,-0.98,1.92,2.23,0.37,
05/25/2025,21:17:52.30,-11.72,986.33,3.42,1.22,0.18,-0.34,
05/25/2025,21:17:52.32,-15.14,965.82,-10.25,-1.10,3.41,0.79,
05/25/2025,21:17:52.34,-13.18,988.77,0.00,1.49,2.29,-2.13,
05/25/2025,21:17:52.36,-13.18,976.56,1.95,1.10,1.10,-2.62,
05/25/2025,21:17:52.38,-18.07,988.77,-2.44,2.41,2.74,-2.26,
05/25/2025,21:17:52.40,-13.67,983.40,-2.93,0.34,0.95,-1.28,
05/25/2025,21:17:52.42,-12.70,979.00,-1.95,2.26,-0.21,-2.26,
05/25/2025,21:17:52.44,-12.21,980.96,2.93,1.65,1.83,-2.04,
05/25/2025,21:17:52.46,-6.35,975.10,-5.37,2.90,0.61,-0.76,
05/25/2025,21:17:52.48,-17.09,973.63,6.35,3.57,1.83,1.46,
05/25/2025,21:17:52.50,-13.18,977.54,-1.46,1.52,0.34,0.43,
05/25/2025,21:17:52.52,-10.74,987.30,4.39,2.38,1.95,-0.49,
05/25/2025,21:17:52.54,-23.44,987.79,0.49,2.07,-0.34,0.24,
05/25/2025,21:17:52.56,-17.58,991.21,0.00,0.58,2.01,-1.98,
05/25/2025,21:17:52.58,-13.18,974.12,0.98,-0.88,3.78,-3.51,
05/25/2025,21:17:52.60,-16.11,975.59,4.88,1.62,1.92,-0.30,
05/25/2025,21:17:52.62,-10.25,977.54,-0.49,0.85,1.43,0.61,
05/25/2025,21:17:52.64,-16.60,971.68,0.49,2.62,0.52,-1.04,
05/25/2025,21:17:52.66,-18.55,975.59,7.81,1.92,3.81,0.24,
05/25/2025,21:17:52.68,-2.44,982.91,0.98,2.29,2.59,-2.65,
05/25/2025,21:17:52.70,-11.23,968.75,-2.93,0.98,0.67,-3.32,
05/25/2025,21:17:52.72,-16.11,977.05,3.91,0.37,3.35,-1.74,
05/25/2025,21:17:52.74,-20.51,986.33,13.18,1.43,1.49,-1.71,
05/25/2025,21:17:52.79,-14.65,987.79,-36.13,1.04,2.96,-0.79,
05/25/2025,21:17:52.81,4.88,958.01,17.58,0.49,2.65,-2.44,
05/25/2025,21:17:52.83,-21.48,985.84,8.30,1.62,-0.58,1.49,
05/25/2025,21:17:52.85,-21.00,967.77,0.00,1.34,0.06,-1.86,
05/25/2025,21:17:52.87,-27.34,979.00,2.44,-0.09,4.15,1.98,
05/25/2025,21:17:52.89,-51.76,986.82,-46.88,1.22,2.29,1.07,
05/25/2025,21:17:52.91,-5.86,990.72,-23.93,4.05,0.27,-1.34,
05/25/2025,21:17:52.93,-8.79,975.59,-0.49,2.47,3.23,-2.59,
05/25/2025,21:17:52.95,-16.11,981.45,13.67,2.65,0.03,-3.32,
05/25/2025,21:17:52.97,-11.23,979.98,10.25,4.21,2.56,1.92,
05/25/2025,21:17:52.99,-7.81,985.84,-4.39,0.37,1.31,2.62,
05/25/2025,21:17:53.01,-18.07,980.96,2.44,1.80,1.46,0.12,
05/25/2025,21:17:53.03,-15.62,981.45,-4.39,3.57,2.32,1.31,
05/25/2025,21:17:53.05,-16.11,980.96,4.39,1.68,0.91,-0.61,
05/25/2025,21:17:53.07,-18.07,963.38,-1.46,2.56,0.00,-1.83,
05/25/2025,21:17:53.09,-22.46,984.38,-7.32,2.56,0.49,0.40,
05/25/2025,21:17:53.11,-6.84,974.12,-0.49,1.65,2.90,-0.49,
05/25/2025,21:17:53.13,-11.23,979.00,0.49,-1.01,1.77,0.18,
05/25/2025,21:17:53.15,-27.34,981.45,0.49,1.37,0.34,-0.82,
05/25/2025,21:17:53.17,-10.25,961.43,4.39,-0.03,3.72,1.83,
05/25/2025,21:17:53.19,-23.93,982.42,-4.39,1.37,2.41,-1.31,
05/25/2025,21:17:53.21,-26.37,972.17,-4.88,2.62,3.11,1.28,
05/25/2025,21:17:53.23,-13.18,974.61,-1.95,3.08,1.16,-1.13,
05/25/2025,21:17:53.25,-17.58,970.21,14.65,1.89,2.99,-1.83,
05/25/2025,21:17:53.30,-17.09,977.05,1.46,2.10,0.61,-1.71,
05/25/2025,21:17:53.32,-21.00,987.30,10.25,1.59,2.84,-1.13,
05/25/2025,21:17:53.34,-17.09,974.12,9.28,1.77,3.54,0.03,
05/25/2025,21:17:53.36,-18.55,975.10,6.35,1.52,0.30,-4.15,
05/25/2025,21:17:53.38,-12.70,977.05,9.28,1.52,0.95,-1.19,
05/25/2025,21:17:53.40,-10.74,979.98,2.44,3.41,1.95,-0.43,
05/25/2025,21:17:53.42,-22.95,986.82,3.91,1.25,2.62,-2.04,
05/25/2025,21:17:53.44,-24.41,976.56,-5.37,2.62,2.90,0.03,
05/25/2025,21:17:53.46,-22.95,982.91,-6.35,0.95,3.60,-0.73,
05/25/2025,21:17:53.48,-10.25,975.10,1.95,2.50,2.38,0.49,
05/25/2025,21:17:53.50,-16.60,977.05,-0.49,3.54,0.00,1.25,
05/25/2025,21:17:53.52,-13.18,980.47,9.28,3.11,2.23,4.42,
05/25/2025,21:17:53.54,-15.14,976.56,-5.86,1.34,2.74,-1.28,
05/25/2025,21:17:53.56,-9.28,980.96,4.88,-1.25,0.82,0.18,
05/25/2025,21:17:53.58,-30.76,970.21,4.39,2.99,2.50,0.79,
05/25/2025,21:17:53.60,18.55,974.61,0.00,0.37,1.25,4.09,
05/25/2025,21:17:53.62,-12.21,978.52,-0.98,1.98,2.80,0.73,
05/25/2025,21:17:53.64,-7.81,979.98,-8.79,2.80,1.74,2.47,
05/25/2025,21:17:53.66,-91.31,974.61,35.64,3.05,-0.30,8.11,
05/25/2025,21:17:53.68,5.37,968.75,-9.77,2.20,0.76,2.59,
05/25/2025,21:17:53.70,46.39,971.19,-9.28,-0.15,4.18,1.07,
05/25/2025,21:17:53.72,-4.88,981.93,-4.88,2.90,4.73,-4.63,
05/25/2025,21:17:53.74,1.46,978.03,2.44,0.30,1.31,-0.15,
05/25/2025,21:17:53.76,0.49,978.52,-3.42,4.39,0.27,-1.01,
05/25/2025,21:17:53.82,-1.46,975.59,-5.37,2.26,1.22,0.06,
05/25/2025,21:17:53.84,-9.28,992.68,0.98,2.35,1.86,0.03,
05/25/2025,21:17:53.86,-5.37,973.63,-4.39,0.00,1.22,0.27,
05/25/2025,21:17:53.88,-15.62,983.89,-2.93,1.07,2.35,-1.25,
05/25/2025,21:17:53.90,-3.42,988.28,10.25,1.10,2.04,-0.85,
05/25/2025,21:17:53.92,-14.65,979.00,8.30,1.40,1.46,-0.34,
05/25/2025,21:17:53.94,-3.42,971.68,-4.39,-0.30,0.85,-0.30,
05/25/2025,21:17:53.96,-16.60,979.49,6.84,1.28,-0.37,-1.07,
05/25/2025,21:17:53.98,-10.74,987.79,-5.37,3.69,1.77,-0.76,
05/25/2025,21:17:54.00,-16.11,972.17,8.30,1.34,0.18,0.52,
05/25/2025,21:17:54.02,-16.11,976.56,6.84,1.55,4.33,0.49,
05/25/2025,21:17:54.04,0.98,991.70,-6.84,2.59,1.71,-3.11,
05/25/2025,21:17:54.06,-13.67,979.00,1.95,1.28,1.83,-0.67,
05/25/2025,21:17:54.08,6.35,975.59,0.49,1.74,0.15,-1.22,
05/25/2025,21:17:54.10,-18.55,977.54,2.93,2.01,1.28,-0.03,
05/25/2025,21:17:54.12,-4.39,979.00,2.93,0.76,0.40,-0.67,
05/25/2025,21:17:54.14,-9.77,974.12,1.46,0.43,2.23,0.24,
05/25/2025,21:17:54.16,-8.79,961.43,-1.46,0.73,1.68,-1.19,
05/25/2025,21:17:54.18,-16.60,979.98,1.46,-0.34,1.31,-2.16,
05/25/2025,21:17:54.20,-7.81,986.82,-5.86,2.20,-2.32,0.52,
05/25/2025,21:17:54.22,-12.70,977.54,-3.91,1.62,1.92,1.52,
05/25/2025,21:17:54.24,2.93,983.40,-1.95,2.96,0.98,1.77,
05/25/2025,21:17:54.26,-20.51,986.33,-8.79,2.74,1.98,2.04,
05/25/2025,21:17:54.28,-12.70,975.10,11.23,2.29,2.87,1.59,
05/25/2025,21:17:54.33,-4.88,976.07,13.67,1.68,2.38,-4.30,
05/25/2025,21:17:54.35,2.93,978.03,8.79,2.96,1.43,-0.67,
05/25/2025,21:17:54.37,-8.79,992.19,5.86,4.21,0.40,2.10,
05/25/2025,21:17:54.39,1.95,971.19,-5.37,-0.24,3.75,-0.34,
05/25/2025,21:17:54.41,-0.49,979.98,5.37,1.62,2.10,1.92,
05/25/2025,21:17:54.43,-4.88,979.00,10.74,2.13,1.92,0.73,
05/25/2025,21:17:54.45,-9.77,988.28,2.44,1.07,3.51,1.46,
05/25/2025,21:17:54.47,-11.23,975.59,7.32,0.79,1.19,-0.30,
05/25/2025,21:17:54.49,-9.77,983.89,-10.74,0.61,3.72,-1.98,
05/25/2025,21:17:54.51,-7.81,979.98,10.74,2.29,0.18,-2.13,
05/25/2025,21:17:54.53,-10.25,977.54,0.49,1.55,0.67,-1.16,
05/25/2025,21:17:54.55,-2.44,975.10,0.00,1.28,1.37,-3.20,
05/25/2025,21:17:54.57,-24.41,995.12,-1.46,1.34,2.23,-1.28,
05/25/2025,21:17:54.59,-3.91,980.96,0.00,2.20,1.16,1.92,
05/25/2025,21:17:54.61,-7.32,989.75,0.00,1.68,3.93,-2.13,
05/25/2025,21:17:54.63,6.35,980.96,-4.39,0.52,1.68,1.34,
05/25/2025,21:17:54.65,0.98,982.91,-0.49,0.00,2.68,0.09,
05/25/2025,21:17:54.67,3.91,981.93,6.35,1.92,2.96,-1.59,
05/25/2025,21:17:54.69,-6.84,972.66,2.44,1.92,1.01,-3.72,
05/25/2025,21:17:54.71,1.46,990.72,0.49,0.43,0.09,0.61,
05/25/2025,21:17:54.73,-4.39,980.47,0.00,0.49,2.87,1.25,
05/25/2025,21:17:54.75,-7.81,975.59,9.28,2.29,0.49,-1.37,
05/25/2025,21:17:54.77,-3.42,977.54,11.23,0.49,2.53,3.51,
05/25/2025,21:17:54.79,-5.86,974.61,4.39,-0.52,1.83,-1.13,
05/25/2025,21:17:54.84,-19.04,981.45,5.86,1.22,2.07,-2.13,
05/25/2025,21:17:54.86,-5.86,981.93,10.74,-0.34,1.80,-1.43,
05/25/2025,21:17:54.88,6.35,981.45,-5.86,-0.40,2.07,-2.77,
05/25/2025,21:17:54.90,4.88,996.58,-1.46,2.80,2.62,-0.18,
05/25/2025,21:17:54.92,-3.91,983.40,-2.44,2.93,0.49,-0.46,
05/25/2025,21:17:54.94,-21.97,971.19,-4.39,2.53,0.91,1.55,
05/25/2025,21:17:54.96,-12.21,978.52,-4.88,2.35,0.79,-1.71,
05/25/2025,21:17:54.98,-5.37,981.45,-4.39,3.20,1.19,-3.11,
05/25/2025,21:17:55.00,-6.84,967.29,-10.25,2.96,1.10,0.55,
05/25/2025,21:17:55.02,-18.55,988.28,0.00,-0.03,1.86,-3.08,
05/25/2025,21:17:55.04,-8.79,975.59,6.35,2.84,1.86,-1.01,
05/25/2025,21:17:55.06,-17.58,970.70,5.86,0.64,0.27,-0.55,
05/25/2025,21:17:55.08,-4.88,978.03,2.44,1.19,1.95,-0.67,
05/25/2025,21:17:55.10,0.00,975.59,3.91,2.74,1.77,1.37,
05/25/2025,21:17:55.12,-10.74,977.54,-1.46,1.98,1.31,-0.12,
05/25/2025,21:17:55.14,-0.98,981.45,3.91,1.62,3.32,3.11,
05/25/2025,21:17:55.16,-5.86,979.00,2.44,1.92,2.35,1.37,
05/25/2025,21:17:55.18,-7.32,991.21,3.42,1.98,0.12,-3.38,
