rtcDate,rtcTime,aX,aY,aZ,gX,gY,gZ,
05/25/2025,21:13:34.14,12.70,-37.60,-1023.93,0.91,0.27,-0.18,
05/25/2025,21:13:34.16,9.77,-21.97,-1026.37,1.92,0.30,-1.28,
05/25/2025,21:13:34.18,12.70,-25.39,-1021.97,2.84,-0.15,-2.13,
05/25/2025,21:13:34.20,6.84,-34.18,-1021.00,3.20,2.13,2.20,
05/25/2025,21:13:34.22,0.98,-25.39,-1031.25,0.00,2.74,-1.65,
05/25/2025,21:13:34.24,12.21,-20.02,-1021.97,1.28,3.11,-1.74,
05/25/2025,21:13:34.26,-4.88,-34.18,-1037.11,0.82,3.84,0.55,
05/25/2025,21:13:34.31,14.16,-11.72,-1020.02,1.92,0.21,2.32,
05/25/2025,21:13:34.33,16.11,-22.46,-1023.93,2.01,2.71,1.31,
05/25/2025,21:13:34.35,11.23,-29.30,-1026.86,1.25,3.05,-2.16,
05/25/2025,21:13:34.37,0.00,-22.95,-1031.25,1.89,1.28,-5.00,
05/25/2025,21:13:34.39,7.81,-33.20,-1015.62,-0.30,2.80,-2.16,
05/25/2025,21:13:34.41,22.95,-27.83,-1032.71,3.20,0.49,-0.06,
05/25/2025,21:13:34.43,17.09,-29.30,-1022.95,0.91,3.45,-2.41,
05/25/2025,21:13:34.45,7.32,-26.37,-1021.97,1.49,1.43,-1.98,
05/25/2025,21:13:34.47,0.98,-23.44,-1021.48,0.58,0.52,-0.70,
05/25/2025,21:13:34.49,19.04,-26.37,-1023.44,-0.03,2.04,-0.88,
05/25/2025,21:13:34.51,17.58,-21.97,-1028.81,1.74,2.35,-3.99,
05/25/2025,21:13:34.53,0.98,-29.30,-1022.95,0.91,1.10,0.40,
05/25/2025,21:13:34.55,4.39,-25.88,-1025.39,3.14,1.55,2.13,
05/25/2025,21:13:34.57,5.37,-28.81,-1017.58,1.46,2.07,-1.77,
05/25/2025,21:13:34.59,11.23,-32.23,-1023.93,0.52,2.44,-0.55,
05/25/2025,21:13:34.61,9.28,-35.64,-1029.30,1.68,2.07,2.62,
05/25/2025,21:13:34.63,20.51,-27.83,-1027.34,-0.24,2.53,0.49,
05/25/2025,21:13:34.65,8.79,-24.90,-1032.71,-0.52,3.29,-2.01,
05/25/2025,21:13:34.67,11.23,-29.79,-1024.41,1.19,0.03,-0.43,
05/25/2025,21:13:34.69,5.86,-28.32,-1027.83,2.07,1.92,-1.31,
05/25/2025,21:13:34.71,17.58,-40.53,-1028.81,0.67,3.23,-1.10,
05/25/2025,21:13:34.73,12.70,-26.86,-1021.97,1.31,3.17,1.07,
05/25/2025,21:13:34.75,23.93,-29.79,-1017.58,2.26,1.22,-0.98,
05/25/2025,21:13:34.77,4.39,-50.29,-1018.55,1.31,2.38,-2.99,
05/25/2025,21:13:34.82,12.21,-26.86,-1027.34,2.99,0.95,-0.46,
05/25/2025,21:13:34.84,2.93,-24.90,-1020.02,0.82,1.52,0.61,
05/25/2025,21:13:34.86,12.70,-23.44,-1009.28,2.23,2.41,0.00,
05/25/2025,21:13:34.88,24.41,-31.25,-1021.97,0.61,2.38,-1.71,
05/25/2025,21:13:34.90,17.09,-11.72,-1019.04,-0.95,1.59,-0.52,
05/25/2025,21:13:34.92,7.81,-21.00,-1031.25,1.10,1.52,1.19,
05/25/2025,21:13:34.94,6.84,-18.55,-1018.07,-0.61,4.48,-0.98,
05/25/2025,21:13:34.96,3.42,-27.34,-1027.34,3.35,1.16,-0.34,
05/25/2025,21:13:34.98,0.00,-30.76,-1023.44,1.46,1.19,1.07,
05/25/2025,21:13:35.00,3.42,-36.62,-1025.88,2.01,3.26,-3.35,
05/25/2025,21:13:35.02,14.16,-28.32,-1032.23,0.91,-0.27,-3.90,
05/25/2025,21:13:35.04,7.32,-21.97,-1030.76,2.71,1.65,-0.43,
05/25/2025,21:13:35.06,10.74,-23.44,-1026.37,1.13,2.04,-3.99,
05/25/2025,21:13:35.08,19.04,-32.71,-1022.95,1.04,0.30,-1.31,
05/25/2025,21:13:35.10,0.98,-28.32,-1020.51,0.37,3.14,0.98,
05/25/2025,21:13:35.12,23.93,-30.27,-1028.32,-0.58,1.40,1.46,
05/25/2025,21:13:35.14,22.95,-27.83,-1024.90,1.95,1.71,1.65,
05/25/2025,21:13:35.16,7.81,-17.09,-1033.69,1.31,3.63,-2.16,
05/25/2025,21:13:35.18,21.97,-31.74,-1021.00,2.96,0.27,-1.34,
05/25/2025,21:13:35.20,10.74,-37.11,-1032.71,1.04,5.21,1.31,
05/25/2025,21:13:35.22,18.55,-34.67,-1022.46,1.89,0.34,-2.35,
05/25/2025,21:13:35.24,18.55,-28.81,-1032.71,0.79,0.43,-3.81,
05/25/2025,21:13:35.26,17.58,-32.23,-1036.13,1.25,0.18,-2.10,
05/25/2025,21:13:35.28,12.21,-21.00,-1019.04,1.95,2.68,-4.73,
05/25/2025,21:13:35.33,11.72,-31.74,-1021.00,2.80,1.19,0.24,
05/25/2025,21:13:35.35,24.90,-22.46,-1027.34,0.18,1.07,-2.41,
05/25/2025,21:13:35.37,11.72,-27.83,-1019.04,1.25,1.86,-1.19,
05/25/2025,21:13:35.39,21.48,-16.60,-1018.55,2.04,0.15,1.83,
05/25/2025,21:13:35.41,16.60,-23.93,-1021.97,0.43,1.98,1.86,
05/25/2025,21:13:35.43,21.00,-33.69,-1019.53,1.59,2.90,0.12,
05/25/2025,21:13:35.45,13.67,-24.41,-1020.02,-1.31,1.43,0.52,
05/25/2025,21:13:35.47,28.32,-27.34,-1016.60,0.27,1.16,1.01,
05/25/2025,21:13:35.49,13.67,-27.34,-1022.95,0.34,2.07,0.70,
05/25/2025,21:13:35.51,14.16,-28.32,-1020.02,1.59,3.35,-0.27,
05/25/2025,21:13:35.53,14.16,-42.97,-1032.71,1.62,3.11,-0.30,
05/25/2025,21:13:35.55,7.81,-22.46,-1016.60,3.87,1.37,-2.71,
05/25/2025,21:13:35.57,6.35,-18.07,-1034.67,3.38,2.01,1.25,
05/25/2025,21:13:35.59,-6.35,-22.46,-1028.81,1.95,0.37,-0.15,
05/25/2025,21:13:35.61,17.09,-38.09,-1016.11,2.47,0.73,-1.10,
05/25/2025,21:13:35.63,9.28,-31.74,-1021.97,3.54,3.02,-0.88,
05/25/2025,21:13:35.65,16.11,-30.76,-1013.18,-0.37,0.49,1.49,
05/25/2025,21:13:35.67,8.30,-19.53,-1018.07,1.10,3.66,0.46,
05/25/2025,21:13:35.69,14.16,-33.69,-1028.81,2.96,2.87,4.42,
05/25/2025,21:13:35.71,18.55,-17.58,-1025.39,0.00,2.99,-0.61,
05/25/2025,21:13:35.73,8.30,-34.18,-1026.86,2.74,3.17,-0.70,
05/25/2025,21:13:35.75,3.42,-38.57,-1021.48,1.65,1.16,-0.18,
05/25/2025,21:13:35.77,0.98,-27.34,-1021.97,1.04,2.90,-2.16,
05/25/2025,21:13:35.79,-4.88,-35.64,-1022.95,0.76,0.67,-2.04,
05/25/2025,21:13:35.84,11.72,-31.74,-1023.44,-0.52,3.78,-2.26,
05/25/2025,21:13:35.86,15.62,-30.76,-1030.76,0.18,2.74,0.49,
05/25/2025,21:13:35.88,14.65,-39.06,-1034.67,-0.64,1.68,2.96,
05/25/2025,21:13:35.90,9.28,-24.90,-1010.25,0.61,2.56,-1.16,
05/25/2025,21:13:35.92,15.14,-18.55,-1024.90,0.55,2.65,-0.52,
05/25/2025,21:13:35.94,15.62,-23.93,-1021.48,0.64,2.26,-0.85,
05/25/2025,21:13:35.96,11.23,-16.60,-1022.95,1.04,1.55,0.64,
05/25/2025,21:13:35.98,20.51,-19.53,-1012.70,2.32,1.40,-0.73,
05/25/2025,21:13:36.00,15.14,-19.53,-1017.09,3.08,2.44,4.97,
05/25/2025,21:13:36.02,9.28,-26.37,-1033.20,1.22,1.52,-0.85,
05/25/2025,21:13:36.04,4.88,-36.13,-1026.86,2.32,3.84,-3.32,
05/25/2025,21:13:36.06,16.60,-36.62,-1022.46,1.74,1.98,-1.16,
05/25/2025,21:13:36.08,9.28,-32.71,-1022.95,-0.52,2.07,0.12,
05/25/2025,21:13:36.10,12.70,-29.30,-1020.51,2.23,2.84,0.64,
05/25/2025,21:13:36.12,25.39,-29.79,-1033.20,0.03,2.50,0.00,
05/25/2025,21:13:36.14,6.35,-35.16,-1023.93,2.59,0.85,-3.35,
05/25/2025,21:13:36.16,17.58,-15.62,-1024.41,2.77,1.86,-2.50,
05/25/2025,21:13:36.18,12.21,-26.37,-1023.44,2.35,1.71,0.95,
05/25/2025,21:13:36.20,12.70,-28.81,-1028.81,2.44,0.18,-0.85,
05/25/2025,21:13:36.22,5.86,-36.62,-1034.67,0.85,2.41,-1.04,
05/25/2025,21:13:36.24,-2.93,-11.72,-1029.79,1.89,2.44,-0.85,
05/25/2025,21:13:36.26,2.44,-32.23,-1005.86,2.65,1.89,-2.99,
05/25/2025,21:13:36.28,11.23,-33.20,-1028.32,2.50,0.52,2.93,
05/25/2025,21:13:36.30,17.58,-30.76,-1021.00,-0.76,2.23,-0.95,
05/25/2025,21:13:36.35,14.16,-20.02,-1022.95,1.34,3.84,-0.21,
05/25/2025,21:13:36.37,8.79,-27.83,-1028.81,0.88,3.11,1.68,
05/25/2025,21:13:36.39,29.79,-24.90,-1016.60,1.25,1.25,-0.12,
05/25/2025,21:13:36.41,-4.39,-25.88,-1030.27,1.62,1.37,-0.64,
05/25/2025,21:13:36.43,12.21,-31.25,-1025.39,0.82,0.91,-3.48,
05/25/2025,21:13:36.45,-0.98,-38.09,-1021.97,0.12,1.98,-0.88,
05/25/2025,21:13:36.47,20.02,-33.20,-1031.25,-0.21,4.27,-3.72,
05/25/2025,21:13:36.49,6.84,-31.25,-1027.34,-0.27,0.82,-0.82,
05/25/2025,21:13:36.51,10.25,-36.13,-1020.51,3.35,3.35,0.40,
05/25/2025,21:13:36.53,11.72,-28.32,-1022.95,2.04,2.68,-0.82,
05/25/2025,21:13:36.55,11.23,-42.97,-1021.48,1.74,2.04,1.77,
05/25/2025,21:13:36.57,9.28,-23.44,-1027.83,2.41,0.91,0.27,
05/25/2025,21:13:36.59,5.37,-30.27,-1024.90,2.23,3.05,1.10,
05/25/2025,21:13:36.61,13.18,-21.48,-1017.58,1.59,0.73,0.43,
05/25/2025,21:13:36.63,6.84,-28.81,-1025.39,2.74,1.49,4.30,
05/25/2025,21:13:36.65,4.88,-22.46,-1020.51,-0.24,0.46,-1.59,
05/25/2025,21:13:36.67,12.21,-33.20,-1021.00,0.09,2.50,-1.95,
05/25/2025,21:13:36.69,1.46,-28.81,-1023.44,1.19,3.63,-0.18,
05/25/2025,21:13:36.71,18.07,-34.67,-1027.83,1.46,2.16,-3.35,
05/25/2025,21:13:36.73,12.21,-21.97,-1026.37,0.12,2.01,-4.27,
05/25/2025,21:13:36.75,0.49,-24.41,-1029.79,2.84,2.26,-0.91,
05/25/2025,21:13:36.77,8.30,-31.74,-1024.90,-1.25,2.10,3.75,
05/25/2025,21:13:36.79,11.23,-21.00,-1017.09,1.74,2.65,1.16,
05/25/2025,21:13:36.81,18.55,-19.04,-1015.62,3.35,2.71,-1.71,
05/25/2025,21:13:36.86,5.37,-19.53,-1013.67,0.67,2.38,-1.55,
05/25/2025,21:13:36.88,0.49,-33.20,-1021.97,1.28,3.38,-0.70,
05/25/2025,21:13:36.90,-1.46,-37.11,-1021.00,1.22,1.04,-1.25,
05/25/2025,21:13:36.92,8.79,-24.41,-1021.97,-0.03,2.13,-1.86,
05/25/2025,21:13:36.94,0.00,-35.16,-1023.93,-0.30,2.23,1.19,
05/25/2025,21:13:36.96,-5.37,-31.74,-1020.51,0.64,4.09,-0.88,
05/25/2025,21:13:36.98,13.18,-31.74,-1021.00,0.55,1.07,-0.24,
05/25/2025,21:13:37.00,10.74,-35.64,-1014.65,1.10,-0.55,1.55,
05/25/2025,21:13:37.02,7.32,-30.76,-1025.39,1.16,2.74,-1.55,
05/25/2025,21:13:37.04,12.21,-29.30,-1016.60,3.69,-0.67,-1.43,
05/25/2025,21:13:37.07,-5.37,-15.62,-1030.76,1.74,1.55,-0.98,
05/25/2025,21:13:37.09,13.18,-22.95,-1013.18,1.89,2.26,0.79,
05/25/2025,21:13:37.11,1.95,-15.14,-1030.27,1.95,0.82,0.70,
05/25/2025,21:13:37.13,2.93,-31.25,-1021.48,0.49,-0.30,-0.37,
05/25/2025,21:13:37.15,13.67,-35.16,-1019.53,4.60,0.15,-0.40,
05/25/2025,21:13:37.17,6.84,-32.71,-1024.90,1.74,2.84,-0.88,
05/25/2025,21:13:37.19,12.70,-35.64,-1007.81,2.23,1.83,0.82,
05/25/2025,21:13:37.21,-2.44,-31.74,-1022.95,-0.55,-1.62,-0.30,
05/25/2025,21:13:37.23,14.65,-24.90,-1026.86,1.13,4.09,-0.85,
05/25/2025,21:13:37.25,10.25,-24.41,-1030.27,0.55,1.01,-1.25,
05/25/2025,21:13:37.27,9.77,-23.93,-1022.95,1.04,0.27,1.68,
05/25/2025,21:13:37.29,16.11,-33.20,-1026.86,1.37,0.37,-4.24,
05/25/2025,21:13:37.31,2.93,-28.32,-1026.37,1.31,1.95,1.19,
05/25/2025,21:13:37.33,5.37,-38.57,-1022.46,2.53,1.46,-0.43,
05/25/2025,21:13:37.38,8.79,-27.34,-1021.00,2.29,0.30,1.62,
05/25/2025,21:13:37.40,17.58,-39.06,-1023.44,1.77,1.22,0.09,
05/25/2025,21:13:37.42,3.91,-27.34,-1018.07,2.04,0.79,-1.16,
05/25/2025,21:13:37.44,12.21,-21.48,-1035.16,2.07,1.89,-1.01,
05/25/2025,21:13:37.46,15.14,-31.25,-1026.37,0.30,2.62,1.07,
05/25/2025,21:13:37.48,13.18,-27.83,-1015.14,2.38,3.23,-1.98,
05/25/2025,21:13:37.50,24.41,-41.02,-1027.34,1.83,0.40,1.46,
05/25/2025,21:13:37.52,0.00,-20.51,-1035.16,0.03,1.13,-5.03,
05/25/2025,21:13:37.54,1.46,-32.23,-1022.95,1.16,2.20,-0.40,
05/25/2025,21:13:37.56,15.62,-26.86,-1027.34,1.34,2.01,-0.49,
05/25/2025,21:13:37.58,10.74,-28.81,-1031.74,1.07,0.06,1.71,
05/25/2025,21:13:37.60,23.93,-37.11,-1027.34,2.26,1.49,-0.64,
05/25/2025,21:13:37.62,-8.30,-30.76,-1021.48,4.51,3.51,1.28,
05/25/2025,21:13:37.64,18.55,-32.71,-1028.81,0.00,1.71,0.06,
05/25/2025,21:13:37.66,0.98,-24.41,-1022.95,1.10,3.54,-1.07,
05/25/2025,21:13:37.68,4.39,-21.97,-1021.48,0.21,4.85,-0.82,
05/25/2025,21:13:37.70,-7.32,-23.93,-1027.83,-0.03,1.80,2.23,
05/25/2025,21:13:37.72,15.14,-29.79,-1029.79,1.89,2.56,-0.64,
05/25/2025,21:13:37.74,7.81,-33.69,-1021.48,1.31,0.61,-0.18,
05/25/2025,21:13:37.76,-6.35,-32.23,-1021.48,2.84,3.99,1.10,
05/25/2025,21:13:37.78,6.35,-34.18,-1036.13,1.52,-2.26,0.00,
05/25/2025,21:13:37.80,-8.30,-32.23,-1017.09,1.43,3.93,-2.23,
05/25/2025,21:13:37.82,19.04,-24.90,-1022.46,0.91,1.16,1.86,
05/25/2025,21:13:37.84,20.51,-17.58,-1020.51,1.34,4.36,-3.29,
05/25/2025,21:13:37.89,21.97,-16.11,-1025.88,2.68,0.76,-0.18,
05/25/2025,21:13:37.91,14.65,-29.79,-1025.88,0.58,0.58,-2.16,
05/25/2025,21:13:37.93,12.21,-31.25,-1024.41,2.99,1.28,0.76,
05/25/2025,21:13:37.95,3.42,-22.46,-1026.37,2.01,2.53,3.84,
05/25/2025,21:13:37.97,-2.44,-24.41,-1014.16,3.45,0.82,-2.80,
05/25/2025,21:13:37.99,7.81,-27.83,-1019.04,2.41,1.65,-2.10,
05/25/2025,21:13:38.01,5.86,-23.93,-1022.46,2.13,2.62,1.01,
05/25/2025,21:13:38.03,13.18,-9.77,-1033.20,1.77,2.23,1.10,
05/25/2025,21:13:38.05,14.65,-41.02,-1019.53,0.55,4.76,1.10,
05/25/2025,21:13:38.07,-2.93,-31.25,-1029.30,0.58,1.62,-1.95,
05/25/2025,21:13:38.09,3.42,-18.07,-1016.60,0.58,3.93,-2.38,
05/25/2025,21:13:38.11,23.44,-25.88,-1028.32,0.98,0.49,-2.29,
05/25/2025,21:13:38.13,6.84,-34.67,-1025.88,1.01,1.28,-1.74,
05/25/2025,21:13:38.15,16.11,-41.99,-1007.81,0.79,3.75,2.04,
05/25/2025,21:13:38.17,13.18,-18.07,-1025.88,0.79,1.16,-3.57,
05/25/2025,21:13:38.19,2.44,-18.07,-1014.65,2.87,0.49,0.52,
05/25/2025,21:13:38.21,8.30,-24.41,-1023.93,2.50,1.31,0.73,
05/25/2025,21:13:38.23,5.37,-36.13,-1028.81,1.40,1.86,-2.93,
05/25/2025,21:13:38.25,18.55,-30.76,-1021.97,0.09,3.29,2.04,
05/25/2025,21:13:38.27,7.32,-26.86,-1012.70,1.13,3.78,-2.99,
05/25/2025,21:13:38.29,-5.37,-30.27,-1032.23,0.21,0.98,-1.89,
05/25/2025,21:13:38.31,9.28,-30.76,-1022.46,0.49,1.34,-0.91,
05/25/2025,21:13:38.33,15.14,-26.86,-1025.39,-0.03,3.08,-3.11,
05/25/2025,21:13:38.35,11.23,-31.74,-1029.79,-0.61,0.03,-1.80,
05/25/2025,21:13:38.40,9.77,-24.90,-1021.48,1.13,2.13,-0.95,
05/25/2025,21:13:38.42,6.84,-30.27,-1027.83,1.86,2.84,-1.71,
05/25/2025,21:13:38.44,9.77,-23.44,-1021.48,3.63,3.23,-0.43,
05/25/2025,21:13:38.46,7.81,-27.34,-1034.18,2.13,-0.34,-0.49,
05/25/2025,21:13:38.48,13.18,-34.18,-1029.30,2.16,0.52,-0.88,
05/25/2025,21:13:38.50,16.11,-24.41,-1020.51,2.35,2.23,0.09,
05/25/2025,21:13:38.52,0.49,-32.71,-1032.71,-0.24,1.25,-2.16,
05/25/2025,21:13:38.54,6.35,-26.37,-1027.83,2.26,3.02,1.92,
05/25/2025,21:13:38.56,6.84,-29.79,-1029.30,1.19,3.45,1.04,
05/25/2025,21:13:38.58,-4.88,-27.34,-1019.04,3.81,3.75,2.53,
05/25/2025,21:13:38.60,17.58,-29.79,-1013.18,2.26,3.66,-2.13,
05/25/2025,21:13:38.62,9.77,-28.81,-1025.88,2.35,0.82,-0.37,
05/25/2025,21:13:38.64,-4.88,-21.97,-1026.37,3.54,1.68,2.84,
05/25/2025,21:13:38.66,17.58,-30.76,-1029.79,2.41,2.13,-0.73,
05/25/2025,21:13:38.68,11.72,-37.11,-1029.79,1.07,2.84,-1.98,
05/25/2025,21:13:38.70,3.42,-30.27,-1033.20,-0.73,3.20,0.98,
05/25/2025,21:13:38.72,7.32,-31.25,-1036.13,-0.95,3.17,-3.87,
05/25/2025,21:13:38.74,21.48,-30.27,-1022.95,-0.30,3.66,-2.07,
05/25/2025,21:13:38.76,5.86,-35.64,-1027.34,2.47,0.76,-2.41,
05/25/2025,21:13:38.78,11.72,-34.18,-1033.20,0.98,3.02,2.56,
05/25/2025,21:13:38.80,9.28,-21.48,-1020.51,2.23,1.65,-0.61,
05/25/2025,21:13:38.82,3.42,-30.76,-1017.58,0.00,1.65,-0.18,
05/25/2025,21:13:38.84,7.32,-26.37,-1040.53,1.37,2.62,-2.13,
05/25/2025,21:13:38.86,7.81,-25.88,-1022.95,2.93,0.91,-3.60,
05/25/2025,21:13:38.91,13.67,-39.06,-1019.04,1.98,1.98,0.70,
05/25/2025,21:13:38.93,-1.46,-30.76,-1024.90,1.22,1.77,0.55,
05/25/2025,21:13:38.95,14.65,-25.88,-1024.90,1.62,0.61,0.30,
05/25/2025,21:13:38.97,26.86,-35.16,-1025.39,-0.40,1.98,-3.38,
05/25/2025,21:13:38.99,11.23,-29.79,-1026.86,-0.40,-0.43,1.74,
05/25/2025,21:13:39.01,0.00,-28.32,-1031.25,1.68,-0.55,-3.45,
05/25/2025,21:13:39.03,16.11,-34.67,-1028.81,1.98,1.77,0.55,
05/25/2025,21:13:39.05,21.97,-23.44,-1028.32,4.85,2.87,1.37,
05/25/2025,21:13:39.07,13.18,-18.07,-1022.95,2.84,1.89,-2.13,
05/25/2025,21:13:39.09,11.23,-12.21,-1022.46,3.17,-0.21,-2.50,
05/25/2025,21:13:39.11,-2.93,-31.74,-1014.65,2.62,1.10,-4.42,
05/25/2025,21:13:39.13,12.21,-31.25,-1021.00,2.87,2.65,0.98,
05/25/2025,21:13:39.15,3.91,-24.41,-1029.30,1.49,2.26,1.25,
05/25/2025,21:13:39.17,7.32,-16.11,-1028.32,0.49,1.71,2.29,
05/25/2025,21:13:39.19,2.93,-35.16,-1023.44,1.04,3.35,-0.12,
05/25/2025,21:13:39.21,6.84,-32.71,-1033.20,2.26,1.28,-2.10,
05/25/2025,21:13:39.23,6.35,-40.04,-1006.84,1.37,3.08,2.10,
05/25/2025,21:13:39.25,6.84,-31.74,-1017.09,1.86,1.49,-0.46,
05/25/2025,21:13:39.27,2.93,-32.23,-1018.07,2.65,3.02,-2.07,
05/25/2025,21:13:39.29,17.58,-21.00,-1030.76,1.46,0.43,0.49,
05/25/2025,21:13:39.31,19.53,-33.20,-1015.14,2.71,2.35,-1.92,
05/25/2025,21:13:39.33,17.58,-33.20,-1028.81,-0.37,1.77,-2.62,
05/25/2025,21:13:39.35,13.18,-24.90,-1033.20,-0.55,2.74,2.77,
05/25/2025,21:13:39.37,-127.93,854.98,-2066.89,-5.30,-11.34,-3.60,
05/25/2025,21:13:39.42,14.16,-40.04,-1043.46,1.31,0.03,-2.13,
05/25/2025,21:13:39.44,-19.53,-12.21,-1087.89,1.28,3.45,-1.65,
05/25/2025,21:13:39.46,37.11,-59.08,-1207.03,5.12,4.02,-2.16,
05/25/2025,21:13:39.48,84.47,136.23,-1010.25,-0.34,3.60,-1.83,
05/25/2025,21:13:39.50,16.11,-24.90,-1000.00,1.25,2.29,-1.04,
05/25/2025,21:13:39.52,0.49,-28.81,-1023.93,0.95,2.04,-3.96,
05/25/2025,21:13:39.54,11.72,-35.16,-1025.88,0.09,1.43,-1.19,
05/25/2025,21:13:39.56,17.58,-34.67,-1019.04,1.98,2.50,0.73,
05/25/2025,21:13:39.58,11.23,-30.27,-1027.83,1.49,0.15,-3.84,
05/25/2025,21:13:39.60,11.23,-21.48,-1019.04,-1.52,0.98,0.46,
05/25/2025,21:13:39.62,6.35,-29.30,-1021.97,1.25,-1.28,1.13,
05/25/2025,21:13:39.64,15.14,-30.27,-1031.74,3.29,3.75,2.01,
05/25/2025,21:13:39.66,-5.37,-38.09,-1021.00,3.75,1.86,0.91,
05/25/2025,21:13:39.68,-1.95,-35.16,-1019.04,-0.06,1.71,-0.27,
05/25/2025,21:13:39.70,5.37,-27.34,-1021.48,1.43,4.21,-0.58,
05/25/2025,21:13:39.73,15.62,-40.04,-1028.32,3.87,1.37,2.62,
05/25/2025,21:13:39.75,21.97,-10.25,-1022.95,2.74,1.49,-0.46,
05/25/2025,21:13:39.77,15.62,-27.83,-1025.39,2.07,-0.12,1.89,
05/25/2025,21:13:39.79,8.79,-33.69,-1014.16,1.22,1.92,-2.29,
05/25/2025,21:13:39.81,8.30,-39.06,-1028.32,-0.37,1.04,-2.41,
05/25/2025,21:13:39.83,3.42,-31.25,-1029.30,-0.76,1.86,-1.55,
05/25/2025,21:13:39.85,5.37,-23.93,-1023.44,0.79,3.41,-2.71,
05/25/2025,21:13:39.87,4.88,-44.43,-1021.48,0.43,0.64,0.43,
05/25/2025,21:13:39.89,19.04,-29.79,-1018.07,0.06,2.38,-1.25,
05/25/2025,21:13:39.97,5.86,-41.02,-1021.97,1.49,1.71,-1.98,
05/25/2025,21:13:39.99,9.77,-29.79,-1018.07,0.79,1.71,-1.95,
05/25/2025,21:13:40.01,12.21,-26.37,-1021.48,0.67,2.71,1.04,
05/25/2025,21:13:40.03,4.88,-32.71,-1030.27,1.34,0.09,-2.93,
05/25/2025,21:13:40.05,1.46,-27.34,-1031.74,0.09,2.47,-0.06,
